sq_measure_Cat,sq_inspection_stage,sq_question_number,sq_question,sq_can_have_photo,sq_na_allowed,sq_unable_to_validate_allowed,sq_remote_reinspection_allowed,sq_score_monitoring,sq_nc_severity,sq_uses_dropdown,sq_dropdown_list,sq_innovation_measure,sq_innovation_question_list,sq_Measure_type,Sq_Innovation_Product
RIRI,Post,RIRI.10,Does the provision of ventilation in the property meet the requirements of the relevant version of PAS 2030?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.1,Does the Solar Thermal Collector appear to be securely fixed to the roof structure?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.2,Is the roof structure and membrane still intact and weathertight?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.3,"Where the solar heating system has been connected to an existing cylinder, has it been insulated and upgraded to a level at least equivalent to relevant legislation?",TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.4,Is all pipework insulated to prevent both unnecessary heat loss and the risk of burns?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.5,Is pipework compression sealed ,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.6,Has the solar thermal system been installed as per manufacturer’s instructions and other guidance?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.6,Has an MCS compliant caution label been affixed next to the Primary Controller?,TRUE,TRUE,TRUE,TRUE,FALSE,Low,FALSE,,FALSE,,,
ST,Post,ST.7,Is the expansion vessel facing downwards?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
ST,Post,ST.8,Has a signed and completed copy of the solar commissioning checklist been left with the customer?,TRUE,TRUE,TRUE,TRUE,FALSE,Low,FALSE,,FALSE,,,
SP,Post,SP.1,Does the Solar PV Collector appear to be securely fixed to the roof structure?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
SP,Post,SP.2,Do the cables appear securely fixed to the frame holding the panels and not touching the roof?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
SP,Post,SP.3,Is the roof structure and membrane still intact and weathertight?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
SP,Post,SP.4,Has the solar pv system been installed as per manufacturer’s instructions and other guidance?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
SP,Post,SP.5,Have MCS compliant labels been affixed to all required components? ,TRUE,TRUE,TRUE,TRUE,FALSE,Low,FALSE,,FALSE,,,
SP,Post,SP.6,"Has a signed and completed copy of the solar PV handover document, checklist, and array test form been left with the customer?",TRUE,TRUE,TRUE,TRUE,FALSE,Low,FALSE,,FALSE,,,
SP,Post,SP.7,Is the schematic diagram placed in an easily accesible location near the invertor?,TRUE,TRUE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.4,Has the insulation been tightly fixed between joists to avoid any gaps?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.6,Has insulation been installed in the gap between the last joist and external walls? ,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.7,Has insulation been applied to working pipes below the insulation in line with current standards?,TRUE,TRUE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Post,UFI.8,"Have all gaps in the floor around service penetrations, e.g. pipework, cabling etc., been sealed?",TRUE,TRUE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Post,UFI.11,Is the moisture content of the timber joists less than 20%?,TRUE,FALSE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.12,Is there a fully functional DPC in the walls surrounding the area being insulated?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.13,Is there a functional DPC beneath timbers that rest on supporting walls?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Post,UFI.14,Does the insulation material bridge the DPC?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Post,UFI.15,Where required (e.g. for foil based systems) has it been installed in an air tight manner with all joints and perimeter edges fully sealed?,TRUE,TRUE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.16,"Is there 150mm clearance between the  joists, or  proposed lowest level of the insulation and the highest point of the substrate?",TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.17,Does Cross-flow ventilation exist beneath the floors in the form of openings on opposite walls meeting the requirements of Part C of the Building Regulations?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.18,"Where the subfloor space meets the definition of a basement does the whole ceiling provide 30 mins minimum fire resistance in line with Part B of the Building Regulations, or for measures installed in Scotland, the Scottish equivalent?",TRUE,TRUE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.19,"Is there any evidence of damp, rot, mould, infestation or other issues with timber exposed to the underfloor space?",TRUE,FALSE,TRUE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.20,"Are the floorboards in good condition and firmly fixed, without any significant cracks, splits and missing fixings?",TRUE,TRUE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Mid & Post,UFI.21,"Is the fixing method, in line with the System Designer's specification and does it conform to the requirements of the BEIS Guidance for Best Practice Retrofit Insulation?",TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
UFI,Post,UFI.22,Does the provision of ventilation in the property meet the requirements of the relevant version of PAS 2030?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
IM001,Post,001IMTMQ.4,Have all joints between external panels been sealed and fully pointed and any holes (eg used for fixing) been fully filled?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
IM010,Post,010IMTMQ.2,Has a MI RIRI completion certificate been stapled to the loft roof stating the pre-approval number of the installation?,TRUE,FALSE,FALSE,TRUE,FALSE,Low,FALSE,,FALSE,,,
IM010,Post,010IMTMQ.3,Has Stormdry been applied to the external gable wall of the room-in-roof?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
IM010,Post,010IMTMQ.4,Have the studwork heads been insulated using MI BRIDGE?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
IM013,Post,013IMTMQ.1,Is the measure installed as specified in the appropriate product certificate and/or system designer's instructions?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
IM014,Mid & Post,014IMTMQ.1,Are boards butted together with no gaps at abutments?,TRUE,FALSE,FALSE,TRUE,FALSE,High,FALSE,,FALSE,,,
All Measures,,SMQ.1,What measure has been installed ?,,FALSE,FALSE,,TRUE,,TRUE,"BR, CWI, DP, ESHR, EWI, FCH, FRI, HC, IWI, LI, NB, NESH-HHR, NESH-Fan, ESH-HHR, ESH-Fan, PWI, RIRI, UFI, WG",FALSE,,,
All Measures,Post,SMQ.2,What is the present heating system? ,,FALSE,FALSE,,TRUE,,TRUE,"Gas boiler,Electric storage heaters,Oil boiler,LPG boiler,Solid fossil fuel boiler,Electric room heaters,Gas room heaters,Solid fossil fuel room heaters,Electric boiler,Bottled LPG boiler,Bottled LPG room heaters,Gas fire with back boiler,Gas back boiler to radiators,Fuel cell mCHP,Biomass boiler,ASHP,GSHP",FALSE,,,
All Measures,Post,SMQ.3,What is the type of property? ,,FALSE,FALSE,,TRUE,,TRUE,"Semi-detached house ,Detached house,End-terrace house,Mid-terrace house,Semi-detached and end-terrace bungalow,Detached bungalow,Mid-terrace bungalow,Flat with two or fewer external walls ,Flat with three or more external walls,Maisonette with two or fewer external walls ,Maisonette with two or fewer external walls ,Maisonette with two or fewer external walls ,Maisonette with three or more external walls ,Single park home ,Double park home ",FALSE,,,
All Measures,Post,SMQ.4,How many bedrooms are there?,,FALSE,FALSE,,TRUE,,TRUE,"0,1,2,3,4,5,6,7,8,9",FALSE,,,
All Measures,Post,SMQ.5,"What percentage of property has been treated (POPT)

",,FALSE,FALSE,,TRUE,,FALSE,,FALSE,,,
LI,Post,SMQ.6,"Loft insulation with less than 100mm of pre-existing insulation, is there a pre-existing insulation level declaration present?",,TRUE,TRUE,,TRUE,,TRUE,"Yes,No",FALSE,,,
LI,Post,SMQ.7,What is the level of pre-existing loft insulation?,,TRUE,TRUE,,TRUE,,TRUE,"12,25,59,75,100,150,200,250,270,300,350,450+",FALSE,,,
HPED,Post,SMQ.8,What is the measure type based on the area of the door that is glazed?,,FALSE,FALSE,,TRUE,,TRUE,"More than 60% glazed ,Less than or equal to 60% glazed ",FALSE,,,
BB,Post,SMQ.11,What type of boiler has been installed?,,FALSE,FALSE,,TRUE,,TRUE,"Gas,Oil,LPG-bulk,LPG-bottled,Electric,Biomass,Air Source Heat Pump,Ground Source Heat Pump,mCHP",FALSE,,,
BR,Post,SMQ.11,What type of boiler has been installed?,,FALSE,FALSE,,TRUE,,TRUE,"Gas,Oil,LPG-bulk,LPG-bottled,Electric,Biomass,Air Source Heat Pump,Ground Source Heat Pump,mCHP",FALSE,,,
NB,Post,SMQ.11,What type of boiler has been installed?,,FALSE,FALSE,,TRUE,,TRUE,"Gas,Oil,LPG-bulk,LPG-bottled,Electric,Biomass,Air Source Heat Pump,Ground Source Heat Pump,mCHP",FALSE,,,
HC,Post,SMQ.12,"Do the standard heating controls installed encompass a programmer, thermostat and TRVs to all radiators except those in the room with the thermostat?",,TRUE,FALSE,,TRUE,,TRUE,"Yes,No",FALSE,,,
RIRI,Post,SMQ.13,Has the residual loft space been insulated?,,TRUE,TRUE,,TRUE,,TRUE,"Yes,No",FALSE,,,
All solid wall insulation and heating measures,Post,SMQ.14,What wall type represents at least 50% of the total external wall area of the property?,,FALSE,TRUE,,TRUE,,TRUE,"Solid Wall,Cavity Wall",FALSE,,,
EWI,Post,SMQ.15,What is the wall type to which the measure was installed?,,FALSE,TRUE,,TRUE,,TRUE,"Solid brick,Cavity as built ,System built ,Stone,Cob,Timber frame,Filled cavity ",FALSE,,,
IWI,Post,SMQ.15,What is the wall type to which the measure was installed?,,FALSE,TRUE,,TRUE,,TRUE,"Solid brick,Cavity as built ,System built ,Stone,Cob,Timber frame,Filled cavity ",FALSE,,,
EWI,Post,SMQ.16,What is the age band of the property?,,FALSE,TRUE,,TRUE,,TRUE,"A,B,,C,D,E,F,G,H,I,J,K",FALSE,,,
IWI,Post,SMQ.16,What is the age band of the property?,,FALSE,TRUE,,TRUE,,TRUE,"A,B,,C,D,E,F,G,H,I,J,K",FALSE,,,
EWI,Post,SMQ.17,What is the thickness of insulation installed at the property?,,FALSE,TRUE,,TRUE,,TRUE,"50,100,150,200",FALSE,,,
IWI,Post,SMQ.17,What is the thickness of insulation installed at the property?,,FALSE,TRUE,,TRUE,,TRUE,"50,100,150,200",FALSE,,,
HC,Post,SMQ.18,Does the installed smart thermostat meet the criteria of the boiler plus standard (i.e. does it feature automation and optimisation) and does it feature connectivity?,,FALSE,TRUE,,TRUE,,TRUE,"Yes,No",FALSE,,,
All measures notified as solid wall alternative measures,Post,SMQ.22,"What percentage of the property’s external walls are of solid wall construction, whether or not insulated? ",,TRUE,FALSE,,TRUE,,TRUE,"5%,10%,15%,20%,25%,30%,35%,40%,45%,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%,100%",FALSE,,,
HC,Post,SMQ.23,"Are TRVs installed to all radiators except those in the room with the thermostat, and is a smart thermostat present?",,FALSE,TRUE,,TRUE,,TRUE,"Yes,No",FALSE,,,
IM001,Post,001IMSMQ.1,Is the product installed the Mauer EWI system (KIWA BDA Certificate Number BAW-18-024-S-A-UK)?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM002,Post,002IMSMQ.1,"Has Q-Bot remote installation been used to install the insulation (BBA certificate 17/5440, product sheet 1)?",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM003,Post,003IMSMQ.1,Is the product installed the 'Switchee Smart Thermostat'?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM004,Post,004IMSMQ.1,"Is the product installed the Instaclad EWI system (BBA certificate 15/5201, product sheet 1)?",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM005,Post,005IMSMQ.1,Is the product installed Energystore Superbead injected EPS (KIWA BDA cert BAW-19-106-S-A-UK)?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM005,Post,005IMSMQ.2,Has the cavity depth been measured at several points along each wall to obtain an average inuslation thickness?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM005,Post,005IMSMQ.3,Has the average cavity depth been used to determine the insulation thickness for EPS 200 in Table 20 of the ECO3 Guidance: Delivery?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM006,Post,006IMSMQ.1,Is the product installed Climabead party cavity wall insulation (KIWA BDA cert BAW-18-043-S-A-UK)?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM006,Post,006IMSMQ.2,Has the loft space in all party cavity walls been filled?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM007,Post,007IMSMQ.1,"Is the product installed Soltherm 75 (BBA Certificate 16/5319, product sheet 2)?
",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM007,Post,007IMSMQ.2,"Is EPS EWI unsuitable for this property? Yes = Pass, No = Fail.",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM008,Post,008IMSMQ.1,Is the product the Nest Smart Thermostat with Seasonal Savings algorithm? ,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM009,Post,009IMSMQ.1,"Has mineral wool CWI been installed using rope access (BBA certificate 89/2294, product sheet 2)?",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM010,Post,010IMSMQ.1,"Is the product installed MI Systems Design RIRI (BDA Agrement BAR-19-116-S-A-UK)?
",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM011,Post,011IMSMQ.1,"Is the product installed Wetherby EWI (“60 years” durability system in BBA certificate 03/4058, product sheet 2 & 3; 09/4625 product sheet 2)?",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM012,Post,012IMSMQ.1,"Is the product installed the Viessmann Vitovalor PT2?
",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM013,Post,013IMSMQ.1,"Are the panels installed UKSOL Monocrystalline with Tigo optimisers, as visible from the sticker on the inverter?",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM014,Post,014IMSMQ.1,Has the RIR been insulated with Aerogel and the Smart Fix services panels?,,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM015,Post,015IMSMQ.1,"Is the product installed Soltherm P EWI system using FSC panels, as described in BBA certificate 18/5557, product sheet 3?",,FALSE,FALSE,,TRUE,,TRUE,"Yes,No,Unable to Validate",FALSE,,,
IM001,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,CWI.6,EWI.13,EWI.14,EWI.16,EWI.17,EWI.18,EWI.19,EWI.20,EWI.21,001IMTMQ.4,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,001IMSMQ.1",External Wall Insulation (EWI),Mauer (KIWA BDA Certificate Number BAW-18-024-S-A-UK)
IM002,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,UFI.2,UFI.4,UFI.6,UFI.7,UFI.8,UFI.11,UFI.12,UFI.13,UFI.14,UFI.15,UFI.16,UFI.17,UFI.18,UFI.19,UFI.20,UFI.21,UFI.22,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.22,002IMSMQ.1",Under Floor Insulation (UFI),"Q-Bot (BBA certificate 17/5440, product sheet 1)"
IM003,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,HC.1,HC.2,HC.3,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.12,SMQ.18,SMQ.23,SMQ.22,003IMSMQ.1",Smart Thermostat,Switchee
IM004,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,EWI.13,EWI.14,EWI.15,EWI.16,EWI.17,EWI.18,EWI.19,EWI.20,EWI.21,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,004IMSMQ.1",External Wall Insulation (EWI),"Instaclad (BBA certificate 15/5201, product sheet 1)"
IM005,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,CWI.2,CWI.3,CWI.4,CWI.5,CWI.6,CWI.7,CWI.8,CWI.10,IWI.2,IWI.9,IWI.10,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,005IMSMQ.1,005IMSMQ.2,005IMSMQ.3",Internal Wall Insulation (IWI),Energystore Superbead (KIWA BDA cert BAW-19-106-S-A-UK)
IM005,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,CWI.2,CWI.3,CWI.4,CWI.5,CWI.6,CWI.7,CWI.8,CWI.10,IWI.2,IWI.9,IWI.10,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,005IMSMQ.1,005IMSMQ.2,005IMSMQ.3",Internal Wall Insulation (IWI),Energystore Superbead (KIWA BDA cert BAW-19-106-S-A-UK)
IM005,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,CWI.2,CWI.3,CWI.4,CWI.5,CWI.6,CWI.7,CWI.8,CWI.10,IWI.2,IWI.9,IWI.10,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,005IMSMQ.1,005IMSMQ.2,005IMSMQ.3",Internal Wall Insulation (IWI),Energystore Superbead (KIWA BDA cert BAW-19-106-S-A-UK)
IM006,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,CWI.1,CWI.2,CWI.3,CWI.4,CWI.5,CWI.6,CWI.7,CWI.8,CWI.10,PWI.1,PWI.4,PWI.5,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.22,006IMSMQ.1,006IMSMQ.2",Party Cavity Wall Insulation (PWI),Climabead Party Wall (KIWA BDA cert BAW-18-043-S-A-UK)
IM006,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,CWI.1,CWI.2,CWI.3,CWI.4,CWI.5,CWI.6,CWI.7,CWI.8,CWI.10,PWI.1,PWI.4,PWI.5,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.22,006IMSMQ.1,006IMSMQ.2",Party Cavity Wall Insulation (PWI),Climabead Party Wall (KIWA BDA cert BAW-18-043-S-A-UK)
IM007,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,EWI.13,EWI.14,EWI.15,EWI.16,EWI.17,EWI.18,EWI.19,EWI.20,EWI.21,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,007IMSMQ.1,007IMSMQ.2",External Wall Insulation (EWI),"Soltherm 75 (BBA Certificate 16/5319, product sheet 2)"
IM007,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,EWI.13,EWI.14,EWI.15,EWI.16,EWI.17,EWI.18,EWI.19,EWI.20,EWI.21,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,007IMSMQ.1,007IMSMQ.2",External Wall Insulation (EWI),"Soltherm 75 (BBA Certificate 16/5319, product sheet 2)"
IM008,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,HC.1,HC.2,HC.3,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.12,SMQ.18,SMQ.23,SMQ.22,008IMSMQ.1",Smart Thermostat,Nest Seasonal Savings
IM009,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,CWI.1,CWI.2,CWI.3,CWI.4,CWI.5,CWI.6,CWI.7,CWI.8,CWI.10,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.22,009IMSMQ.1",Cavity Wall Insulation (CWI),"ARP CWI (BBA certificate 89/2294, product sheet 2)"
IM010,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,RIRI.1,RIRI.2,RIRI.3,RIRI.4,RIRI.5,RIRI.6,RIRI.7,RIRI.8,RIRI.9,RIRI.10,IWI.2,IWI.7,IWI.7,IWI.8,IWI.9,IWI.10,IWI.11,LI.1,LI.2,LI.3,LI.4,LI.5,LI.6,LI.7,LI.8,010IMTMQ.2,010IMTMQ.3,010IMTMQ.4,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.13,SMQ.22,010IMSMQ.1",Room in Roof Insulation (RIRI),MI Systems Design RIRI (BDA Agrement BAR-19-116-S-A-UK)
IM011,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,EWI.13,EWI.14,EWI.15,EWI.16,EWI.17,EWI.18,EWI.19,EWI.20,EWI.21,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.14,SMQ.15,SMQ.16,SMQ.17,SMQ.22,011IMSMQ.1",External Wall Insulation (EWI),"Wetherby EWI (“60 years” durability system in BBA certificate 03/4058, product sheet 2 & 3; 09/4625 product sheet 2)"
IM012,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,FCH.2,NB.1,NB.2,NB.3,NB.4,NB.5,NB.6,NB.7,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.11,SMQ.14,012IMSMQ.1",Boiler (Fuel Cell mCHP),Viessmann Vitovalor PT2
IM013,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,013IMTMQ.1,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.19,SMQ.20,SMQ.22,013IMSMQ.1",Solar PV,UKSOL Optimised Solar PV
IM014,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,RIRI.1,RIRI.2,RIRI.3,RIRI.4,RIRI.5,RIRI.6,RIRI.7,RIRI.8,RIRI.9,RIRI.10,IWI.2,IWI.7,IWI.8,IWI.9,IWI.10,IWI.11,LI.1,LI.2,LI.3,LI.4,LI.5,LI.6,LI.7,LI.8,014IMTMQ.1,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.5,SMQ.13,SMQ.22,014IMSMQ.1",Room in Roof Insulation (RIRI),Smart Fix Systems RIRI
IM015,Post,,,,,,,,,,,TRUE,"TMQ.1,TMQ.2,EWI.13,EWI.14,EWI.15,EWI.16,EWI.17,EWI.18,EWI.19,EWI.20,EWI.21,SMQ.1,SMQ.2,SMQ.3,SMQ.4,SMQ.14,SMQ.15,SMQ.16,SMQ.17,015IMSMQ.1",,"Soltherm FSC (Soltherm P EWI system using FSC panels, as described in BBA certificate 18/5557, product sheet 3)"
